"test","outer","value_mean","value_sd"
"domlem_conf08_15",4,-13.7025787142857,7.56248606024317
"domlem_conf08_15",5,-12.3705021428571,7.21014439142662
"domlem_conf08_15",6,-12.233663,7.09067723032281
"domlem_conf08_15",7,-11.6987675714286,7.1907266062417
"domlem_conf08_15",8,-11.2686925714286,8.35200598841116
"domlem_conf08_15",9,-10.5788625714286,8.32515010183484
"domlem_conf08_15",10,-10.2783978571429,7.87757734474607
"domlem_conf08_15",11,-9.882084,8.00876286735024
"domlem_conf08_15",12,-9.68371271428571,8.05670838321393
"domlem_conf08_15",13,-9.03108128571429,7.97282029535847
"domlem_conf08_15",14,-9.001717,8.200731522741
"domlem_conf08_15",15,-8.52822114285714,7.70804260803704
"domlem_conf08_15",16,-8.34599214285714,7.8631578953783
"domlem_conf08_15",17,-8.11937957142857,8.0258943930426
"domlem_conf08_15",18,-7.89643028571429,7.98037695172623
"domlem_conf08_15",19,-7.80682028571429,8.05624089773675
"domlem_multirules",1,-30.1585621428571,11.8827288414423
"domlem_multirules",2,-14.3760032857143,4.35707203608584
"domlem_multirules",3,-12.5421651428571,4.39625146216434
"domlem_multirules",4,-11.423983,5.21896622337796
"domlem_multirules",5,-9.88668457142857,4.75602636968796
"domlem_multirules",6,-9.101458,4.72287152100411
"domlem_multirules",7,-8.87991228571429,4.84490943630245
"domlem_multirules",8,-8.11188642857143,4.78309811406487
"domlem_multirules",9,-7.21960957142857,5.41375221684243
"domlem_multirules",10,-6.74411171428571,5.59680882195306
"domlem_multirules",11,-6.35644728571429,5.80480347817712
"domlem_multirules",12,-6.17949914285714,5.8955836981151
"domlem_multirules",13,-5.83976457142857,6.12319782685534
"domlem_multirules",14,-5.68301314285714,6.18413975463293
"domlem_multirules",15,-5.48469428571429,5.88719246346249
"domlem_multirules",16,-5.31425971428571,5.96486465243961
"domlem_multirules",17,-5.01856271428571,5.81028673549891
"domlem_multirules",18,-4.96542857142857,5.93009754469842
"domlem_multirules",19,-4.88133728571429,5.99498513354494
"domlem_multirules_15",1,-30.3407347142857,18.4969818210316
"domlem_multirules_15",2,-21.0125654285714,12.6741117301830
"domlem_multirules_15",3,-19.4430011428571,10.7134029794498
"domlem_multirules_15",4,-17.0006072857143,11.6763263648999
"domlem_multirules_15",5,-16.5094822857143,11.1184393158337
"domlem_multirules_15",6,-15.1483437142857,10.7484796935654
"domlem_multirules_15",7,-14.6691001428571,10.3522444321280
"domlem_multirules_15",8,-14.0404181428571,10.4855294830692
"domlem_multirules_15",9,-13.1313951428571,10.8370038351510
"domlem_multirules_15",10,-12.8306918571429,10.3825655139381
"domlem_multirules_15",11,-12.0000681428571,9.28608888478692
"domlem_multirules_15",12,-11.9530118571429,9.48554252594933
"domlem_multirules_15",13,-11.778506,9.456247538684
"domlem_multirules_15",14,-11.3602715714286,9.63452513919626
"domlem_multirules_15",15,-11.0545432857143,9.76935336311423
"domlem_multirules_15",16,-11.018444,9.85443308758772
"domlem_multirules_15",17,-10.38624,10.3831030686220
"domlem_multirules_15",18,-10.0480032857143,10.2062144090381
"domlem_multirules_15",19,-9.84702728571429,10.3366210464931
