"test","outer","value_mean","value_sd"
"domlem_conf06_15",8,6661.15068,78.8590505687645
"domlem_conf06_15",9,6686.49719985714,68.391626441665
"domlem_conf06_15",10,6695.45075314286,59.806238798707
"domlem_conf06_15",11,6697.45922614286,54.0588389174279
"domlem_conf06_15",12,6697.45922614286,54.0588389174279
"domlem_conf06_15",13,6693.86990757143,59.4373810099514
"domlem_conf06_15",14,6693.593852,59.6203812024587
"domlem_conf06_15",15,6698.10194171429,57.7264160750404
"domlem_conf06_15",16,6698.10194171429,57.7264160750404
"domlem_conf06_15",17,6697.50203985714,57.2048151320492
"domlem_conf06_15",18,6707.59777928571,46.9107316896247
"domlem_conf06_15",19,6707.98346,47.6239566540612
"domlem_conf08",1,6435.21577914286,138.274508036145
"domlem_conf08",2,6560.71030957143,80.9363808866375
"domlem_conf08",3,6583.61628014286,63.6547750950651
"domlem_conf08",4,6608.98705185714,43.3789063334394
"domlem_conf08",5,6615.04931614286,47.7171599898351
"domlem_conf08",6,6637.69326428571,18.2865962331079
"domlem_conf08",7,6662.44454471429,56.967438092977
"domlem_conf08",8,6662.44454471429,56.967438092977
"domlem_conf08",9,6662.44454471429,56.967438092977
"domlem_conf08",10,6662.44454471429,56.967438092977
"domlem_conf08",11,6663.09154385714,56.7335891085875
"domlem_conf08",12,6664.30190857143,56.3457850768055
"domlem_conf08",13,6664.40383614286,56.3295915830856
"domlem_conf08",14,6673.65781014286,59.273931588504
"domlem_conf08",15,6672.72514885714,65.7061035311767
"domlem_conf08",16,6672.72514885714,65.7061035311767
"domlem_conf08",17,6674.11810914286,64.433380942535
"domlem_conf08",18,6674.11810914286,64.433380942535
"domlem_conf08",19,6688.10354157143,53.1605713053542
"domlem_conf08_15",1,6352.354112,215.024166361180
"domlem_conf08_15",2,6567.94777571429,85.1036732658489
"domlem_conf08_15",3,6600.55051857143,77.1493599946276
"domlem_conf08_15",4,6622.95729885714,63.0664411660367
"domlem_conf08_15",5,6640.71903485714,46.4450874594334
"domlem_conf08_15",6,6640.82848114286,46.3710080156251
"domlem_conf08_15",7,6605.98264357143,113.191552580264
"domlem_conf08_15",8,6633.53772857143,60.687724509135
"domlem_conf08_15",9,6661.566384,71.51259860282
"domlem_conf08_15",10,6662.550815,66.3529261504214
"domlem_conf08_15",11,6662.550815,66.3529261504214
"domlem_conf08_15",12,6653.97042414286,82.8057772876704
