"test","outer","value_mean","value_sd"
"domlem_15_conf08",10,3764.6885646,58.0108740879108
"domlem_15_conf08",11,3808.1291774,47.4246683160107
"domlem_15_conf08",12,3848.3595053,45.3875749549806
"domlem_15_conf08",13,3870.6133042,49.3497738364737
"domlem_15_conf08",14,3892.3500059,42.9930171528393
"domlem_15_conf08",15,3913.5769636,37.2149272034239
"domlem_15_conf08",16,3934.238876,29.9917959873577
"domlem_15_conf08",17,3944.6118013,34.3909014627435
"domlem_15_conf08",18,3955.8656736,38.0702725848588
"domlem_15_conf08",19,3969.4328295,41.5685602996952
"domlem_3",1,2952.3206856,85.0757169414204
"domlem_3",2,3220.7817584,71.3655704204865
"domlem_3",3,3421.9030752,57.7856448578878
"domlem_3",4,3546.21254,76.1824789036202
"domlem_3",5,3634.224782,70.1129966738518
"domlem_3",6,3703.3373199,59.5998461224546
"domlem_3",7,3774.0897228,50.4300409821763
"domlem_3",8,3829.6706913,52.7272230429414
"domlem_3",9,3885.9449061,44.986686582193
"domlem_3",10,3909.9356398,47.1703570433937
"domlem_3",11,3930.4402721,45.7641294919334
"domlem_3",12,3951.2184445,44.826011879448
"domlem_3",13,3966.1244672,38.4606065509186
"domlem_3",14,3980.3500141,36.4556203257882
"domlem_3",15,3989.0837287,38.3317368704599
"domlem_3",16,3995.4558288,32.5754906823771
"domlem_3",17,4001.8231627,31.2183238910503
"domlem_3",18,4010.0671031,30.4662702062184
"domlem_3",19,4020.60927,23.8172226169065
